line_no	name	outcome	classification	disposition	documentation_url	observed_reason	command	status_source	classification_source
1689	sysfs02	TCONF	architecture_limit	record_platform_limit	https://docs.kernel.org/arch/riscv/index.html	sysfs02.c:23: TCONF: syscall(-1) __NR_sysfs not supported on your arch	sysfs02 sysfs02	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-results.tsv	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-environment.tsv
1690	sysfs03	TCONF	architecture_limit	record_platform_limit	https://docs.kernel.org/arch/riscv/index.html	sysfs03.c:19: TCONF: syscall(-1) __NR_sysfs not supported on your arch	sysfs03 sysfs03	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-results.tsv	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-environment.tsv
1691	sysfs04	TCONF	architecture_limit	record_platform_limit	https://docs.kernel.org/arch/riscv/index.html	sysfs04.c:20: TCONF: syscall(-1) __NR_sysfs not supported on your arch	sysfs04 sysfs04	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-results.tsv	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-environment.tsv
1692	sysfs05	TCONF	architecture_limit	record_platform_limit	https://docs.kernel.org/arch/riscv/index.html	sysfs05.c:33: TCONF: syscall(-1) __NR_sysfs not supported on your arch	sysfs05 sysfs05	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-results.tsv	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-environment.tsv
1782	userfaultfd02	TCONF	kernel_version_limit	record_platform_limit	https://docs.kernel.org/	tst_test.c:1080: TCONF: The test requires kernel 6.8 or newer	userfaultfd02 userfaultfd02	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-results.tsv	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-environment.tsv
1785	userfaultfd05	TCONF	kernel_config_or_policy	inspect_kernel_or_guest_setup	https://docs.kernel.org/kbuild/kconfig.html	tst_test.c:1453: TCONF: Aborting due to unsuitable kernel config, see above!	userfaultfd05 userfaultfd05	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-results.tsv	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-environment.tsv
1788	ustat01	TCONF	architecture_limit	record_platform_limit	https://docs.kernel.org/arch/riscv/index.html	ustat01.c:26: TCONF: syscall(-1) __NR_ustat not supported on your arch	ustat01 ustat01	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-results.tsv	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-environment.tsv
1789	ustat02	TCONF	architecture_limit	record_platform_limit	https://docs.kernel.org/arch/riscv/index.html	ustat02.c:40: TCONF: syscall(-1) __NR_ustat not supported on your arch	ustat02 ustat02	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-results.tsv	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-environment.tsv
1856	writev03	TCONF	topology_limit	record_platform_limit	https://docs.kernel.org/mm/numa.html	tst_test.c:1492: TCONF: Test needs at least 2 CPUs online	writev03 writev03	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-results.tsv	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-environment.tsv
1895	statx07	TCONF	device_or_service	record_platform_limit	https://docs.kernel.org/admin-guide/nfs/nfsd-admin-interfaces.html	statx07.c:117: TCONF: nfs-server might not set up	statx07 statx07	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-results.tsv	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-environment.tsv
1909	perf_event_open03	TCONF	feature_or_policy_limit	inspect_feature_support	https://docs.kernel.org/arch/riscv/index.html	perf_event_open03.c:41: TCONF: intel_pt is not available	perf_event_open03 perf_event_open03	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-results.tsv	results/20260824T013104Z-firemarshal-qemu-br-crun-ltp-0/nacc-ltp-crun-cumulative-environment.tsv
